sample_x,sample_y
1.323655189276367494e+00,2.537918075666271811e+00
-2.207221244807850979e-01,-7.349015647749879143e-01
2.564205045958406259e+00,4.501331380589506104e+00
1.755631185022076934e+00,4.812052236744066569e+00
5.106524673099354317e+00,4.617195508827105499e-01
6.192811436816114679e+00,2.889280756701260167e+00
4.544335398633855050e+00,3.050736710489544201e+00
7.733140261013158323e-01,-3.557229484865567670e+00
6.839198424054387715e+00,2.262895543144577637e+00
1.418191115597922547e+00,-1.041199617190510907e+00
-6.604923633240993297e-01,-1.477869550090054052e+00
6.866644568359681955e+00,3.968084293704589705e+00
-1.530092687816800634e+00,-3.823879036240566798e+00
7.259778719823103188e+00,-2.072155583755970643e+00
6.399232808561023944e+00,-1.503609189661425205e+00
-4.656278384085937638e+00,3.446660551966866493e+00
1.465006821775533652e+00,-3.687534810471713609e+00
1.978185980821960399e+00,4.765050672517689989e-01
-1.036905948071879635e+00,1.786254313888611556e+00
-9.022420816883949257e-01,-2.668198271901141894e+00
6.280309698701200816e+00,4.655407197679610753e+00
2.367818858625666323e+00,-2.907454077857424934e+00
1.901472133356847394e-01,-1.760914346709262279e+00
4.148652747571475174e+00,-1.071452289917538714e+00
-6.185267315546916223e+00,-2.775181489130865486e+00
-2.827070040388660388e+00,-5.547253118452224463e-01
-3.634350879341263774e+00,2.474835562837034431e-01
1.127875448800715219e+00,1.518620949198516534e+00
-4.573731662100072093e+00,-1.095600469156778445e+00
2.320117455483226010e+00,-3.009942864324226086e+00
1.070141840932825161e+00,-2.265362815043003852e+00
-4.173259678545187867e+00,2.005902560465631979e+00
-6.798953036661729676e+00,1.235432312035378288e-01
-1.286791059580920660e-01,-3.230943446339476832e+00
-5.809713242712186698e-01,-3.376696073076693949e+00
3.078485913106046468e+00,3.258194143366160311e+00
-6.336838524115062654e-01,-2.685722612507845497e+00
-6.121824235381395418e+00,-3.549254523470848799e+00
1.308081493378756122e+00,1.864012534944280652e+00
-3.983420498389009357e+00,-2.769870853316956705e+00
-8.456593914784047428e-01,-3.404119314693181853e+00
2.538142624127749158e+00,-3.833425404437160733e+00
4.840027246154875229e+00,1.067310462029503526e+00
4.362751176470624159e+00,-1.834798519461908750e+00
-1.569364511874407953e+00,-4.007247735360739860e+00
6.054970934456305187e+00,4.235169364157022720e+00
-2.391467502768033881e+00,3.415451128466218123e-01
3.447176877328930189e-01,1.733047000654013736e+00
3.474959596568792719e+00,3.198475026816836930e+00
-4.899060373238890875e+00,4.409300847220714026e+00
4.188457370802707302e+00,4.264828014652258581e+00
5.607613676290899463e+00,-3.734646780784073972e+00
-5.952467322595072829e+00,2.540507236101453792e+00
7.013600046145109346e+00,3.477027346090870275e+00
2.779168835969525020e+00,4.708511375831618828e+00
7.103113716787369469e+00,7.440414360642186864e-01
5.848823174746071274e+00,-2.003174245358504191e+00
3.766845684658761684e+00,-1.289850599452849078e+00
4.770760824169848036e+00,5.626277814008622258e-01
6.143055317102913193e+00,-3.216721873405190113e+00
6.727056136936605313e+00,1.226480379404266685e+00
-2.239813938618261169e+00,1.164590572088535225e+00
5.023083028288048979e+00,2.580302070807448445e+00
3.057908692899603764e+00,4.047667907662460429e+00
-2.840400325214639032e+00,-9.637775153750269830e-01
-5.698861386082141323e-01,3.371488957877682324e+00
1.057630492403822231e+00,-1.025495695359742054e+00
2.279231677803910117e-01,3.887851720097339481e-01
-4.779480128039908848e+00,9.042801029622724585e-01
-1.063329715957091359e+00,-2.459296189344087225e+00
2.509190512382252436e+00,2.412781702991644295e+00
-5.133489251643388762e+00,3.001527175940665870e+00
1.556287058976208115e+00,4.638241536844229351e+00
2.585772611368756912e+00,1.424854681302697657e+00
4.867549028830161717e+00,1.522510360581758704e+00
8.509385898509425061e-01,-1.096918672466432376e+00
4.649803154233186575e+00,-2.778468224068658010e+00
6.339046405840012000e-01,-3.374970770336587211e+00
-6.494870443541556071e-01,1.800315646156231963e-01
-3.238290231857851253e+00,1.029937814788721262e+00
-4.681674678943382517e+00,-6.456200324153940073e-01
-1.650036737413273613e+00,-2.068747799260555187e+00
5.107346322058587518e+00,-3.027788131015699769e+00
1.083711360389674638e+00,4.974632812067818044e+00
-3.396650571860373446e-01,-1.498819377546156684e+00
1.253801100487605069e+00,1.322731788228803218e+00
-3.020516635739452838e+00,3.284213903069979068e-01
-6.820012688352547592e+00,3.813471329350778483e+00
2.932536967603816436e+00,-3.331422883597919604e+00
-5.407442176082936314e+00,3.034552177145309670e+00
5.817071028647035291e+00,-3.654221319076322416e+00
-3.414035042301827083e+00,-3.406999853767550324e+00
1.961896074004936708e+00,-4.003608529187061116e+00
1.063181498904819833e+00,-1.983588969165421823e+00
-4.741285294824230334e+00,2.195483602482442009e-01
2.400089256536290350e+00,-2.708776261682170450e+00
-2.996758417182457279e+00,2.369764107482434490e+00
6.140546459669451451e-01,-3.603816705660467967e+00
6.536193382604901458e+00,2.879371734795184601e+00
2.218560684924447912e+00,4.694360947172733667e+00
3.721484951160391574e+00,-7.515495692145841566e-01
4.615947538477760403e-01,4.975112577969809102e+00
4.133720208135057916e+00,-3.896515297701901748e+00
-4.825307942611855694e+00,9.933275569393451576e-02
-3.134941492133971330e+00,-1.919145189811217733e+00
1.857615285500488156e+00,-3.255039591944391741e+00
3.268454139559203497e+00,2.917407738143786844e+00
5.234910516594190710e+00,4.655194420118404786e+00
-3.767556293704613424e+00,-1.408517191493685150e+00
4.131140319509929881e+00,1.349559538291132732e+00
-5.264202721029350940e+00,3.526309233616636618e+00
9.191573972035467222e-01,5.014328538633038512e+00
-3.267506090226217630e+00,2.474739427950187753e+00
-6.356813143882468431e+00,2.836811253325182136e-01
-5.370924185334708056e+00,-2.874932408148444640e+00
-6.277578928582011386e+00,5.449334792759001900e-01
2.404858130919738102e-01,-2.598065875654924639e+00
6.991194693505645930e+00,-8.320194428087219762e-01
2.737112122965342564e+00,-3.665261773138185575e+00
4.829784735309695876e+00,3.478771114160176481e+00
-5.529568097684968819e+00,-4.146485709963094735e-01
-6.927209902692128551e+00,2.575523722845778352e-01
4.702515548496716491e+00,-2.983981761277561873e+00
-4.157558375456723354e+00,6.090249739293867037e-01
-1.394099923433481436e+00,1.781931877066007530e-01
3.312774687792257922e+00,2.004392577519080731e-01
6.943103622495664595e+00,9.123992299002896544e-01
-3.061740164124295838e+00,1.973752750142924839e+00
5.891039337561204903e+00,-8.433430711515192968e-01
2.571203435685820438e+00,-2.106278447318345570e+00
-6.588529915991543362e-01,2.541112138242469953e+00
-5.611993854660324743e+00,2.672926122474488686e+00
5.158528938636308681e-01,3.799942500445317783e+00
-5.449929584292659612e+00,4.325564487671184288e+00
-3.000306675890712427e+00,-2.518202567675025705e+00
5.294710672950078134e+00,-2.443526611745215682e+00
4.493383043004019584e+00,-2.382101302425815081e+00
4.080774254212622409e+00,2.724163181197289951e+00
-4.225612752674722472e+00,-3.130881380810476067e+00
-1.215358144569669285e+00,3.844855437654159935e+00
-5.906777782404546429e+00,1.693076756839856145e+00
6.396908708165042867e+00,-9.773467875797452464e-01
-7.012764523481981982e+00,-3.351940613116868306e-01
6.536652709375303516e+00,-1.828313792142509442e+00
-3.012192968493813794e+00,-3.920758900264331714e+00
-6.152007331444965033e+00,2.565868389686795759e+00
-7.134757881036020599e+00,-1.175376371980452639e+00
-4.373635079972338247e+00,1.067457396577674800e+00
-1.466439799160870194e+00,3.784885545773867932e+00
2.246580657269714010e+00,3.317544536537990751e-01
4.225188324320640731e+00,-1.901697032354020767e+00
-1.429575950800661133e-01,5.351076107974863660e-01
1.149720625712058464e+00,4.314213251733613141e+00
1.448959251800237880e+00,4.717931708079489361e+00
4.987871474313996245e+00,-3.699038948301007768e+00
4.973001440285896635e+00,-3.796460771584399652e+00
3.715019311971131444e+00,-1.710445744007309088e+00
-3.889356037408484568e-01,6.601351074170693778e-01
5.360590904825698999e+00,-2.054484822846490033e+00
2.807971029091678616e+00,1.397244107043616346e+00
2.730461409883673696e+00,-7.399218067567270296e-01
3.714985235554854270e+00,4.251591795985270927e+00
7.003766190113831058e+00,-2.681593429646076832e+00
-3.969918581472580144e+00,-1.396393143841803131e+00
1.891406851970788949e+00,-1.447022421973618300e+00
-6.883353226563931671e+00,4.456892422633649709e+00
7.530221830877987799e-01,1.802076529668474869e+00
1.135919660220540806e+00,-2.354705587284742663e+00
1.690438804051826338e+00,2.708714817073150094e+00
9.501816883540730174e-01,-1.244067960993082700e+00
4.430454989713350500e+00,3.441700267549587799e+00
2.615867415430324527e+00,6.199264571145750580e-01
-5.991396461239261839e+00,1.340143121212302724e+00
5.913008667332920965e+00,-1.973814606234233882e+00
5.156641795722935129e+00,-3.962652602716643102e-01
5.651977201088380198e+00,-3.061944792269790661e-01
1.336168708968745733e+00,4.321481604928631981e-01
1.306370399085697187e+00,-3.519394719483918355e+00
1.127944758259252112e+00,2.908461471791585318e+00
-2.908402163990042588e+00,2.896119990140149092e+00
6.948697183462048343e+00,4.861579348227196284e+00
6.773066520578087335e+00,3.502629457987413986e-01
4.342203695544609943e+00,8.809721077041796633e-01
5.189325779843898090e+00,-8.737893470452613442e-01
6.535264455963639918e+00,-2.868756976633948241e+00
5.492844384294583548e+00,-1.655423810556749142e+00
1.528254551195828981e+00,6.689049127897899183e-01
-5.240213267592658930e+00,3.154363656511267600e+00
1.407248660680648911e+00,5.056529168664833485e+00
1.883476198149391934e-02,-3.553156317236187078e+00
6.623263868256840325e+00,3.928969333880272252e+00
-3.855570464549956000e+00,1.287267077749797650e+00
-1.390249008444129686e+00,-1.350174149443172489e+00
-6.486852880652255848e+00,9.965636360075613709e-02
4.611157093169790500e+00,3.694421655716695341e+00
3.779215718633494703e+00,-1.896663334512641352e+00
6.974009390451847423e+00,-2.966529750712021851e+00
3.024180328516260730e+00,4.077247681866764673e+00
-2.170636989351278245e+00,2.566148641288927834e+00
2.548141711597002868e+00,5.040031909757842321e+00
-5.310823836186337132e+00,3.230859895645531665e+00
2.665117020027928163e+00,-3.222914316543179503e+00
-8.395168028087951484e-01,-2.324335450787478496e+00
-3.929742756610695942e+00,-6.580798726205139282e-01
3.036216162748266001e+00,3.744031732800846335e+00
-1.734219771547204303e+00,-3.606659996216011521e+00
-1.740362196932236039e+00,-1.978438743003569478e+00
-5.459151156861109300e+00,3.177146385696358877e-01
-7.074408382146375907e+00,-2.467326418346742489e+00
-1.228650937036682045e+00,4.731439962731294635e+00
1.261058372169191699e+00,4.027310807745436705e-01
9.088366399629475012e-01,4.532516828673689879e+00
-1.503281081402185748e+00,-1.399068914340225067e+00
-6.253492965593636654e+00,-3.318342807029137198e+00
-3.636192127219367354e+00,-9.013049201534668597e-01
7.438093364020783582e-01,-8.016147716356023523e-01
-4.873772448389381395e+00,-3.619433214116298814e+00
-1.075617193740473709e+00,2.627573173307450993e+00
9.128376219291567395e-01,-2.719099667815366494e+00
-1.180239069084644044e+00,-3.655674717767823267e+00
1.678439134458976412e+00,1.668016122719953032e-01
3.181237755114231902e+00,5.058270299302338735e+00
-4.450398304470526867e+00,4.449559517567368339e+00
-6.961425916638471101e+00,3.490156125696462830e+00
6.874725894974970331e+00,-1.640841725998138934e+00
6.173030473819672181e+00,4.769215878479756476e+00
3.772333185120945842e+00,-3.602896405887402675e+00
5.512885493589406494e+00,-3.224711966609439262e+00
5.652366750846891108e-01,-1.660226295680250708e+00
-6.234443885882905434e-01,-7.258290674405012410e-01
-1.320754006677725911e+00,2.894590684790434132e+00
-1.589362347178469470e+00,1.424283623253576714e+00
3.285800890868593171e+00,1.395526767867229623e+00
-1.667810375258980571e+00,-1.160740960918981379e+00
-1.122403753824110062e+00,3.986332740113263107e+00
5.025461668629560563e-01,4.366336301405454812e+00
2.214036460055645250e+00,-1.628230758123161870e+00
5.909618186921703042e+00,1.145102996437533882e+00
6.769271133648704364e-01,-3.829895978678448110e+00
-6.703251062754093326e+00,-1.156671021132924970e+00
2.105850297640877500e+00,-2.812149187794481975e+00
3.368966473941377160e+00,4.490322191552618136e-01
3.622186003846124436e+00,1.265447001392797866e+00
-4.632190504809138076e+00,3.420909047809305825e+00
7.355958638112571890e+00,-1.694904901123643892e+00
-3.421556394968779280e+00,4.576121498240990348e-01
7.231547010840905898e+00,-1.779971776504307268e+00
2.795924484402767973e+00,1.443720464562496808e+00
1.020676423032822910e+00,-3.053497482307300004e+00
4.272392788875926328e+00,-1.609692631113932570e+00
7.071567391396849089e+00,3.515964361206926014e+00
5.117851346226965248e+00,-2.193912909105764086e+00
5.118464018512764113e+00,3.878999929634980859e+00
-5.789497819186175676e-01,2.987260707563595297e+00
5.210219708957671614e+00,-2.209035011907825030e+00
4.757953692040629790e+00,1.270744795366108626e+00
3.763208885759519617e+00,4.478368108537822856e+00
2.711261115737450211e+00,-3.660910836594040152e+00
