sample_x,sample_y
-6.388086365717029480e-01,-1.883427406704639484e+00
-2.694641193343719543e+00,4.354454839895509188e+00
-7.343154669080488972e+00,3.560283307633253180e+00
4.250314418733225352e-02,-2.903675051681632979e+00
-2.234789346444117086e+00,1.807859116024043367e+00
5.774323686421096724e+00,4.074939635413760364e+00
6.309881006903788503e+00,-3.334809045295341612e+00
5.628393956514049279e+00,1.740529012455134250e+00
-3.046747973076265659e+00,2.949555515345639201e+00
1.724460337289150047e+00,5.058100537596589952e+00
-5.206439566516445794e+00,-2.765077937292629517e+00
5.715746700234099364e+00,3.780301111425752758e+00
5.213902166350598222e+00,-2.023737436906856146e-01
-6.618697738276370757e+00,-2.744531228349740282e+00
8.183551529772916666e-01,-3.621243352005310001e-01
-1.982132539972560892e+00,1.173110653493409927e-01
2.410595034324991559e-01,-2.833465420543331170e+00
-3.119837361780172458e+00,-1.093158597023643264e+00
6.058914815631979423e+00,-8.822090489579004213e-01
-2.236727902360144071e+00,2.477422030593700697e+00
3.740659366020588905e+00,3.293801318461612837e+00
4.163219811944337323e+00,-4.260735518817417855e-01
-5.861321545878398709e+00,2.130212676850863573e+00
4.822696598983343463e+00,1.103339257727807166e+00
2.742450085976379626e+00,1.667506876498605628e+00
4.142718356825369597e+00,-2.508325298945751847e+00
-2.825333556928677048e+00,4.667554792788020102e+00
3.846496727723001996e+00,1.599441415107935249e+00
-6.214680400069525490e-01,2.084222218778220892e+00
5.916161659322956012e-01,-2.518012165191986007e+00
-2.485313921247763957e+00,-1.110949868175212796e+00
6.042915142387384364e+00,1.948512127758297297e-01
-5.351558068905523768e+00,2.456423448472110138e+00
7.682020844573838048e-01,-2.932509631356611024e+00
4.933292287442718305e+00,4.912255495569270103e+00
-9.023833638091822706e-01,-3.777456026554135704e+00
-9.653583159898815325e-01,4.121866035587395949e+00
3.235827158429636086e+00,-1.999728207669366764e+00
4.073549948712589241e+00,2.457257159056000617e+00
7.385956794549819904e+00,-1.679488265630303179e+00
4.767636850255625447e+00,-3.974552510079282008e+00
5.650768427578512387e+00,-1.357201605372794884e+00
-2.896239908873817548e+00,2.449788042688716416e-02
-2.779833811033600277e+00,-3.954972691639817128e+00
-5.960361989014570483e+00,4.814786187418252261e+00
-2.436736729078138097e+00,2.729534863171045878e+00
-1.985764875394755435e+00,4.152189841288334016e+00
-7.212557004151882722e+00,3.196695597211888007e+00
-5.451299501492112398e+00,4.653082071936197828e+00
-7.022052261495948855e+00,2.110029754731309382e+00
-6.527616172608241563e+00,3.091612181221124800e+00
-2.493442832301747458e+00,-2.208202993773627831e+00
3.580556772508010965e+00,3.633725723388155693e+00
-1.712221028766645503e+00,3.259418397671424827e+00
7.260125075337075629e+00,-3.430181127009403586e+00
-5.480778061465787943e+00,2.493105059072314944e+00
5.123973797425881216e+00,1.610781697102022569e+00
2.775974858524790534e+00,6.601223529443682736e-01
-6.672937206155859613e+00,-3.807736786512183169e+00
2.092053142839835900e+00,-1.865346528249743674e+00
5.272533306161738764e+00,2.657510302856127105e+00
6.466019088106254031e+00,2.593878066288545448e+00
-6.419136552223033476e+00,3.959744013317995304e+00
3.169962576502234342e+00,-2.378578976472873308e+00
4.091325412858379806e+00,-3.907612138830083737e+00
-6.401980305557264828e+00,-1.442799086562241762e+00
-5.499942344030385399e+00,1.581618764063723148e+00
1.595578324761289579e+00,3.055385170565621422e+00
2.412962135200279690e+00,-3.231332028102821496e+00
-6.879779029422781633e+00,3.434556220555913697e+00
-3.817497774450403725e+00,-4.006073620021349591e+00
-4.697738065151574105e+00,-1.361073509118412517e+00
-3.642950677218760536e+00,-3.142740300570699308e+00
5.530331898677975033e+00,3.273739234636074968e+00
-3.568875898764796162e+00,2.960771261830989154e+00
-3.413301011728882450e+00,-1.563943481844094485e+00
-2.833390699063230933e+00,4.665515520261537041e+00
-8.992109638935854576e-01,2.854025954475696736e+00
-5.994349324308825722e+00,-8.166261829269898520e-01
1.382245668028959429e+00,2.481323216673345655e+00
3.167341621549894626e+00,4.593044683189799748e+00
-3.926856513502477775e+00,-1.807562503131751708e+00
-7.086757969200872864e+00,-3.448696919859635557e+00
4.909875643910657672e+00,-1.630109374672629396e+00
-6.276322596577721846e+00,9.974883784684038801e-01
3.442477663357358608e+00,-3.881977976735798919e+00
4.442986745714925689e+00,-3.010570969577145206e+00
-8.006607320004048844e-01,-1.249596965802934001e+00
-4.860064908516811499e+00,3.468509208913576281e+00
2.896219598423918740e+00,5.069175551421914783e+00
2.318081534139697197e+00,-2.055196227521832952e+00
4.752258726932145905e-01,-3.154543256873497015e+00
-3.195755019989004353e+00,4.937224200718664413e+00
-2.427155887716325289e+00,-1.945370163687230924e+00
2.643924066449597987e+00,4.160159782433233921e+00
5.597690080088339570e+00,-2.433929978615617884e+00
-1.400360151185403801e+00,3.870416207311151879e+00
-4.616288100266636718e-01,-1.148793539248372131e+00
6.417112933839087319e+00,3.634629934771260729e+00
4.955338305497534179e-01,-7.587447114619685351e-01
5.568115133064916122e+00,1.240783285789319734e+00
3.316846379565257408e+00,2.275280593177573252e-01
6.255658601463958135e+00,3.392421463010530935e+00
-6.654004320595289457e+00,1.005137973190151079e+00
4.182481368667865240e+00,-3.353558374458389224e+00
6.839966728677168817e+00,-1.991568951508573271e+00
2.726379311573843722e+00,-2.265355534136726412e+00
-1.350459092348632595e+00,-6.934267160474534286e-01
-7.265955072998799835e-01,3.023273608829716075e+00
1.273237278915091863e+00,1.464200631562899702e-01
-5.045668245808924368e+00,3.992806543430240218e+00
-6.254264585280946420e+00,-4.506311139610650329e-01
5.230188113255833215e+00,-2.891280891325573421e+00
-5.424536006842389568e+00,3.935304480151880391e+00
7.098628999277579510e+00,2.374846983368730235e-01
-1.973098179474646940e+00,-3.448475113479956722e+00
-4.061877396834346676e+00,1.947292504933166413e+00
-4.613924384334774587e+00,4.243556205250061275e+00
6.878584840650866283e+00,-3.090955677503851362e+00
-3.810297789079778674e+00,2.068127840151993801e+00
-1.900756459746165916e+00,3.263295797552014932e-01
4.760082752803448614e+00,-2.664364899490121452e+00
3.429278291747831275e+00,8.070211545599610403e-01
1.152323827057522010e-01,4.853736269313125185e+00
-3.930179469239950318e+00,4.976731288322009839e+00
-7.303783804706339922e+00,2.877547647014963239e+00
-3.194499494545216756e+00,-3.108067736857245578e+00
-6.942112990392965699e-01,-1.541500222549903931e+00
6.602800416104983583e-01,4.428122841961418921e+00
-2.271541986130273472e+00,-4.872298629516089719e-01
-2.000017781462570809e+00,3.186232658482089697e+00
-7.365616361512987709e-01,4.453218871971553305e+00
-6.115892122989240676e+00,-8.266806791803462673e-01
1.270622564928730824e+00,-2.102627289056442805e+00
-2.147548983385363819e+00,-1.500852081868336629e+00
-7.229786667512876797e+00,5.143578664213963592e-01
-4.663855816587167524e+00,2.031432291853771943e-01
5.826441516706367452e+00,-3.054995626273724341e-01
6.966821565323810361e+00,3.977031488518258051e+00
-3.790598928970717818e+00,-3.981414653747023635e+00
2.479718088584236924e+00,-3.481527394429922317e+00
3.618510892534995804e+00,1.771264032788385734e+00
-2.758141395756063652e+00,2.937043662166667346e+00
-2.666368827509455031e+00,-2.955134032635020169e+00
-2.473198691883066402e+00,2.054834792695441337e-01
3.819176373248645007e-01,-1.603843974263689631e+00
5.971547011427828622e+00,-8.461937451037222502e-01
-7.039814601028634655e+00,2.981042679052343658e+00
3.648485959427951286e+00,1.088302207866640003e+00
5.058675190930742360e+00,1.033709446926862618e+00
-1.760873249780138927e+00,4.006685874282333693e+00
-6.945880619047510862e+00,2.843776445607007375e+00
-5.500479969198988073e-01,-3.038478663895173959e+00
5.909079525560017032e+00,2.786906233590572768e+00
1.585491583461816845e+00,3.280958520407842194e+00
5.643029473623066394e+00,4.498431680515360576e+00
1.685762734746189651e+00,4.065338125268257663e+00
-2.043928704557073317e+00,-9.833117269288513818e-01
3.804977220765268342e+00,-2.269806433056331230e+00
-3.849647874262104086e+00,4.715714886100072611e+00
4.060097117646172649e+00,-3.070091662318205294e+00
6.014502252569000618e+00,-3.714379228799183252e+00
4.764647142500971100e+00,4.964370705465376510e+00
-6.559099299601037103e+00,1.735167674391377091e+00
5.014878914621256456e+00,2.461689966882083525e+00
-2.537737108893941773e+00,2.797731973569398178e+00
4.587203544910300579e+00,-3.092593545420266210e+00
-6.725640879665115257e+00,-2.049370051961787453e-01
-7.460615581604708169e-01,5.083126772075453381e+00
2.572490126324300519e+00,-2.231034708716182813e+00
-3.372402713868546620e+00,2.252537618226233995e+00
6.077370809234619031e-01,1.930288010083279993e+00
6.702065915132255469e+00,1.841719456496938356e+00
-2.250562655603736140e+00,-3.128378898078229220e+00
-7.456212582288560320e+00,-2.634200149376690447e+00
-3.770717387597782633e+00,2.635610501537013484e+00
-3.760550030373029262e+00,-4.306779865494236859e-01
-4.215888901872047789e+00,3.953590660473239815e+00
4.193211846647857399e-01,3.659092951106694969e-01
-1.272906270651855465e+00,2.211277879843424721e+00
4.148982589994790970e+00,1.507212596651411829e+00
-2.665036942854614566e+00,2.680382377939888094e+00
-1.152966511370226321e+00,-3.932492533413963542e+00
-4.224950294657892513e+00,-8.717807126191639000e-01
-5.724933831147678731e+00,-2.063723980472224273e+00
1.920921966697898498e+00,1.724622398241494992e+00
5.269415327447537933e+00,3.184242076389445231e+00
-5.281488793650304103e-01,-1.194426995452403162e+00
-1.991010706172427369e+00,1.582055007869697327e+00
1.421189221087642451e+00,3.531423837628625328e+00
2.762543488776962874e+00,-3.950114115407505899e+00
3.325636955651646076e+00,-1.926879975367700393e+00
-3.374125564459288462e+00,-2.056273906265387641e+00
4.765782896576329364e+00,3.311408742539263095e+00
-2.583012371961940445e+00,-2.914133745760820293e+00
6.431382909855214436e+00,4.686153463223004856e+00
5.976192291743871010e+00,-3.207181315344072914e+00
3.935063835011204603e+00,-3.273476695111662949e+00
5.030685377353920629e+00,-3.750942693429347496e+00
5.905003187652219765e+00,-3.840041540897423999e+00
-4.147248644405888029e+00,3.387408638366219193e+00
-5.517563094863389139e-01,2.734854905252575463e+00
-4.221345016741976153e+00,1.729447028603694037e+00
6.778774257431800621e+00,-3.600854647827159916e+00
7.193484536316161027e+00,3.771354000456010880e-01
3.416788764757590968e+00,-3.903247168094869046e+00
-4.817784633629880631e+00,6.755325704997314773e-01
-6.663080288716961341e+00,2.625237164933554190e+00
-1.115841307321022491e+00,1.835826455507681310e+00
4.644795851460690628e+00,3.114533028181864616e+00
3.407163199204067183e+00,-5.044568693832109929e-01
-5.986811361649735375e-01,3.216729915622670966e+00
5.074955371996967557e+00,-1.619030973206365687e-01
5.122227960506629429e+00,2.309033950150655379e+00
6.981341059480696387e+00,-5.699278560327938337e-01
4.173087460325291431e+00,1.120901307746643205e+00
2.368910262415219847e+00,-8.988613851505227181e-01
-1.427115701837307071e-01,-2.337346437793760945e+00
-2.192545721899819000e-02,-3.031107882250501095e+00
-1.705550359448992026e+00,1.655433700749628478e+00
6.726376476372289304e+00,1.145100692239611639e+00
-1.295388448920522961e+00,1.616388934748441919e+00
-7.122337943724054377e+00,-6.539942042774038455e-02
1.670836593556895622e+00,-3.234241125108049175e+00
7.675040013221945401e-02,1.806525612404517034e-01
-1.561984749517603355e+00,-3.928041930788160219e+00
-2.952488091911575907e-01,-4.888044592121181253e-01
-4.010656954301206056e+00,1.032983305752512848e-01
1.510577636766498699e+00,-3.934640549263586973e+00
4.989268305608659304e+00,-3.684312474154109118e+00
-2.119124076137847368e+00,2.233650511233647329e+00
6.493194361199323694e+00,5.865560221373202765e-01
4.857765301334900698e+00,2.353476254759878650e+00
-1.769988695272535217e+00,-4.161067916963796520e-01
-2.261555327774033231e+00,-3.633664008104098286e+00
6.276044254330649608e+00,2.155311233556202133e+00
1.213606961359312564e+00,5.610196486859688747e-01
6.967195115686346085e+00,4.429540521482288717e+00
-4.105166608080423885e+00,6.416906078529525104e-01
-2.848159915315547686e+00,4.867612590591316568e+00
4.952054816577623697e+00,3.702269381555455929e+00
-4.730548677305730365e-01,1.292069179682932223e+00
9.731147920634342086e-03,-2.038276811474331485e+00
5.465369183683463916e+00,1.927309525066603690e+00
-7.244387081674465989e+00,2.899305774895736043e+00
3.250585352973818232e+00,-3.823084874643481790e+00
4.619283232534174388e+00,2.738685079975993197e+00
-4.605351654631118841e+00,-2.766334784115665357e+00
2.830262028054411516e+00,-3.551977898630719110e+00
3.396064464106434144e+00,2.888079624173919058e+00
-4.442482049348400963e+00,-1.436802799401520669e+00
6.645042030649634057e+00,2.149757596632466239e+00
3.660215383076335982e+00,3.083530303538362105e+00
-6.451329553979584297e+00,3.113530197063666627e+00
-4.453448291003152093e+00,3.664533260731673181e+00
-2.088920636659364227e+00,-2.486113167398380952e+00
6.838262827170282776e+00,-2.809514311231201766e+00
2.880582232582131752e+00,-3.228112919343404386e+00
2.520847344640372967e+00,-1.999990018827713989e+00
-1.578904233923895895e+00,7.443318279150537009e-01
6.058023246807778150e+00,-1.210669711754894795e+00
-4.660067651297555180e+00,-9.993201718143112089e-01
6.240028565585468812e+00,3.246344202538923085e+00
4.528176504367603883e+00,6.692189758072357719e-01
-9.910525773339111666e-01,-7.739331018682511498e-01
4.116777531340211738e+00,4.440359479865400694e+00
4.716590639019614173e+00,-1.808596649377800514e+00
-8.388978605630397212e-01,3.778644115657435520e+00
1.260452651515914013e+00,3.432320877253306257e+00
-5.505297773939886952e+00,-7.557161165117229906e-01
-6.739154748983423815e+00,-1.746880709604259785e+00
-4.335838685989872765e+00,2.542434896858989823e+00
5.348613536109215971e+00,3.589961702983177183e+00
-7.263192062060175758e+00,1.578494484110590790e+00
6.819713378489716149e+00,-2.587969603684874276e+00
-2.212550843049399418e+00,2.554847944527995018e+00
-3.063873269056240467e+00,-2.665827673714213475e+00
-3.586660136734151294e+00,3.683140910717447980e+00
-3.139854290155352778e+00,4.043146041112439804e-01
-1.960458618061693414e-01,7.687307954440880664e-01
-1.879490298266601300e+00,3.222178508402321562e+00
5.426262019671765913e+00,1.794198699304782707e+00
-6.121255749780039501e+00,3.575572990029283638e+00
3.109634246523370393e+00,2.020348989572288367e+00
7.176960823598172112e+00,1.190788507346886682e+00
2.797878768916284287e+00,1.875469778646599472e+00
-1.619357928026184723e+00,1.374533461964135839e-01
1.085333108537925639e+00,-2.821103761367398377e+00
4.627202152452687400e-01,4.889121017398308844e+00
2.541909658440044240e+00,-2.981735065707998622e+00
-6.904007097597400389e+00,2.310959099252452909e+00
-6.718274521945144961e+00,1.566765471276942101e+00
4.691583929630221306e+00,4.735490735721614719e+00
5.113517958957821463e+00,-2.375345632157501718e+00
-1.742643977607804651e+00,-3.764845714911759345e+00
4.871663286155108352e+00,1.857708246890097392e+00
-1.881407846618635915e+00,-6.983363661056003480e-01
6.229690422632373270e+00,3.443921870787216122e+00
-1.901098878688598504e-01,-3.557815039352453912e+00
-7.056955331194305181e+00,3.634263695061767940e+00
-6.871285203453008528e+00,3.040249332991748155e+00
-3.259038385316670450e+00,-6.492235298114237274e-01
-3.863573021368029714e+00,-7.386289338941667282e-01
5.107782364355784921e+00,4.155717626892967864e+00
4.879443792743527908e+00,-2.578589557680791788e+00
-3.100265215094641036e+00,2.045187731190667435e-01
-3.779541535117308726e+00,-3.856137890264403900e+00
6.379408396119851332e+00,-7.418344468995399232e-01
4.805442390640152439e+00,3.512666013824524036e+00
-3.029119880215391802e+00,-4.619038101541774743e-01
-6.453920339691574526e-01,2.504868850247508050e-01
-5.699622700766667549e+00,5.212089939868125299e-01
9.275432009522130983e-01,1.390211917024892330e+00
2.350013342986763121e-01,2.927659478668667603e+00
-3.046926731927507070e+00,4.769379769097230160e+00
-3.762401880044671021e+00,1.540819916915146415e+00
-1.831457147849069322e+00,-1.496763201493636952e+00
-6.133034274999385360e+00,-3.052557029956481927e-02
-3.004966323547897389e-01,1.740939675045054535e+00
-2.446913491053719802e+00,-4.011386082072654347e-01
-6.460533778219827994e+00,-2.872600821058351350e+00
7.359203933535187758e+00,-1.866704939933090834e+00
-1.678198508980962345e+00,4.331357757793892205e-01
6.890066462050510765e+00,4.045699996580013114e+00
-6.641250761817865111e-01,-2.935539866877107329e+00
-5.213966621704161142e+00,2.572594686391283858e+00
-4.253248522729570880e+00,4.859502552045765533e+00
6.416797590859189881e+00,1.830884242568301623e+00
-7.646332527183670180e-01,3.697730286182935977e+00
-6.793740786227440154e-01,4.980947607481634343e+00
-1.180767997036716643e+00,-3.883304926229274923e+00
-4.660430458671527276e+00,-4.937295166737314389e-01
4.201670924346089464e+00,-2.624605656254497710e+00
5.251639968559228322e+00,-2.533682773219835926e+00
2.907925688246038476e+00,-1.421497476433933205e+00
7.251240607482607459e+00,-7.337987942108226136e-01
-4.600959612775744390e+00,4.273669347993439338e+00
-4.443578399546273872e+00,1.841661561676180447e+00
-3.938839218111659157e+00,2.517417073421792217e+00
-2.262542715623571787e+00,-2.224615075158337341e+00
-1.326280952560690451e+00,-6.642495152071328235e-01
-3.520794936760546889e+00,8.936132052513521273e-01
5.916803868724707982e+00,3.480575983989477429e+00
2.315737556355932369e+00,-3.152373296318178753e+00
3.617064528514356780e+00,-1.291599048039330455e+00
-3.729168466553653971e+00,-3.517017069399051454e+00
-4.598199570400196556e+00,-2.804690469907394679e+00
-4.291285099028401717e+00,3.861387678633310117e-02
2.967580777453918017e+00,3.764580616003456726e+00
5.958651856431682603e-01,2.589924774378014050e+00
-9.568761793857758491e-01,-1.708913460787234051e+00
-3.883313226585148215e+00,2.332873364604323818e+00
-4.779494985471052004e+00,-2.327075247604355468e+00
-3.171904672761141519e+00,-9.107982891607164788e-01
-6.755557393364167496e+00,-3.323562597286245257e+00
4.688847674775187713e+00,2.159614167413322683e+00
1.190574546463587069e+00,3.032957167706370250e+00
6.431950015397024600e+00,-4.397670045206591993e-02
2.640344049110479929e+00,-3.967888454403822873e+00
3.623957337670187684e+00,-3.135763891401110559e+00
3.446301818366784175e+00,1.121493220207937291e+00
-1.742319214438993846e+00,2.040565070260348612e+00
-2.192584351231126050e+00,4.504467584552844350e+00
7.154707762655883485e+00,8.293303341954354480e-01
6.073011823380547014e+00,4.253201547714438924e+00
2.114557826176328703e-01,1.773215930936125062e-01
5.978817889864966872e-01,1.619437895149783202e+00
6.458477693676023534e-01,-4.541352140603143184e-01
1.904501709748783966e+00,3.993881612704243800e+00
6.910562252424325536e+00,-1.683281647115150381e+00
3.801371949825993468e-01,-1.424653566579934250e+00
6.132448786857535694e+00,-3.169138582333377752e+00
-1.573294754805671936e+00,1.095312861545989946e+00
6.538775906449593833e+00,3.975971308115561875e+00
-6.281553682223260715e+00,-1.579838338215965532e+00
7.321875410027756104e+00,-3.625506815780564107e+00
-2.978985672557549869e+00,4.483041216098104798e-01
7.144686594936338508e+00,-3.277968486940666892e+00
5.857188725221607939e+00,4.414874464407341215e+00
-4.791134156775383346e+00,-2.192223041730754662e+00
-4.583058351017150756e-01,7.078910392482162806e-01
-4.542636690571301372e+00,1.768346376366876527e+00
4.163356340712210724e+00,3.083411647859392701e+00
-2.480803238000560462e+00,-3.862442551257206258e+00
-2.835430119368886004e+00,-3.558276882314226341e-01
-5.679275794436069447e+00,-1.117329403238343843e+00
-2.419566396784148310e+00,-3.138157980926630231e+00
2.765516984543957335e+00,-2.868663459447484243e+00
-2.693344088356462329e+00,-3.158736532086298787e+00
6.785372936225233076e+00,-1.540322257764806579e+00
3.855807380198186252e+00,-2.879710237296644770e+00
8.776300587847902790e-01,-2.093002626869817639e-01
-4.644661309199776156e+00,-2.810237381094951914e+00
2.088879227515075598e+00,-2.873556188360983477e+00
3.645792256210235394e+00,3.419852357732174220e+00
-5.589138716090521264e+00,-1.730943623982695190e+00
-6.153531018438213707e+00,-3.342070323282289035e+00
-2.698118588646298832e+00,2.489973085480437831e+00
2.399354184173267512e+00,-3.958378146913375417e+00
7.010861084576260893e+00,-3.845589833300877558e+00
-2.552881141028546352e+00,-2.720908430063952110e+00
6.640079935101423914e+00,-2.664973646056816747e+00
1.070927637756803108e+00,4.348382663999519337e-01
-5.474132170970598565e+00,4.423994900168669808e+00
6.018832668987807111e+00,-3.039927749257550715e+00
-1.520735408547330358e+00,6.918570728265827086e-02
-1.054274957123753076e+00,1.839605045185911614e+00
-1.492500860883083647e-01,-1.545974205707686622e+00
-5.933192059248710848e-01,-2.297641722304698320e+00
-6.360299966742680944e+00,-1.186679196583240614e+00
5.405609692893088791e+00,1.818329548482142677e+00
6.644496931885312208e+00,-3.760968800487222818e+00
3.188996822542847553e+00,7.105189294343805528e-01
-4.006393236803964086e+00,-2.098410051690168032e+00
-4.680463215640028096e+00,-3.040186945128539264e+00
-5.819180614287793318e+00,-2.167803248453255449e+00
1.798766312323451189e+00,3.533930602626186968e+00
5.767168007134438668e+00,-1.081781406590768935e+00
6.871136955470507957e+00,1.173755984265397068e+00
5.159145191632113381e+00,-2.171368777306290188e+00
3.837983326768412695e-01,3.196950318809001601e+00
-3.024519402986379113e+00,-3.123082192254246436e+00
5.129377446715590594e-01,1.826338868864350040e+00
